ruta,clase,etiqueta,hablante,particion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\01bb6a2a_nohash_2.wav,yes,0,01bb6a2a,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\bbaa7946_nohash_0.wav,yes,0,bbaa7946,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\f953e1af_nohash_2.wav,yes,0,f953e1af,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\b9515bf3_nohash_2.wav,yes,0,b9515bf3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\c50f55b8_nohash_8.wav,yes,0,c50f55b8,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\578d3efb_nohash_4.wav,yes,0,578d3efb,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\1e9e6bdd_nohash_3.wav,yes,0,1e9e6bdd,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\d98dd124_nohash_2.wav,yes,0,d98dd124,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\321aba74_nohash_4.wav,yes,0,321aba74,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\9aa21fa9_nohash_3.wav,yes,0,9aa21fa9,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\f7879738_nohash_0.wav,yes,0,f7879738,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\617de221_nohash_1.wav,yes,0,617de221,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\e900b652_nohash_0.wav,yes,0,e900b652,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\46a153d8_nohash_3.wav,yes,0,46a153d8,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\21832144_nohash_4.wav,yes,0,21832144,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0f7266cf_nohash_1.wav,yes,0,0f7266cf,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\e3b64217_nohash_0.wav,yes,0,e3b64217,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\e9287461_nohash_0.wav,yes,0,e9287461,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\7846fd85_nohash_4.wav,yes,0,7846fd85,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\2dce72b3_nohash_0.wav,yes,0,2dce72b3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\3e549219_nohash_1.wav,yes,0,3e549219,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\7fb8d703_nohash_0.wav,yes,0,7fb8d703,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\745a8e32_nohash_1.wav,yes,0,745a8e32,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\1f3e4139_nohash_1.wav,yes,0,1f3e4139,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\8f3f252c_nohash_0.wav,yes,0,8f3f252c,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\f575faf3_nohash_1.wav,yes,0,f575faf3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\d53e25ba_nohash_0.wav,yes,0,d53e25ba,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\2fcb6397_nohash_1.wav,yes,0,2fcb6397,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\324210dd_nohash_5.wav,yes,0,324210dd,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\c98bbbd3_nohash_4.wav,yes,0,c98bbbd3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\645ed69d_nohash_3.wav,yes,0,645ed69d,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0c2ca723_nohash_0.wav,yes,0,0c2ca723,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\c2dccf38_nohash_2.wav,yes,0,c2dccf38,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\1efdf53f_nohash_0.wav,yes,0,1efdf53f,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\d9aa8c90_nohash_3.wav,yes,0,d9aa8c90,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\b66f4f93_nohash_5.wav,yes,0,b66f4f93,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\617de221_nohash_2.wav,yes,0,617de221,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\f798ac78_nohash_1.wav,yes,0,f798ac78,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\25132942_nohash_0.wav,yes,0,25132942,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\954f190f_nohash_1.wav,yes,0,954f190f,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0e8ec1cb_nohash_0.wav,yes,0,0e8ec1cb,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\9c06a3f3_nohash_0.wav,yes,0,9c06a3f3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\07ad9b59_nohash_0.wav,yes,0,07ad9b59,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\39833acb_nohash_4.wav,yes,0,39833acb,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\7e556a2c_nohash_0.wav,yes,0,7e556a2c,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\81332c92_nohash_1.wav,yes,0,81332c92,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\15c563d7_nohash_4.wav,yes,0,15c563d7,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\62f05757_nohash_1.wav,yes,0,62f05757,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\197f4153_nohash_0.wav,yes,0,197f4153,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\2f0a410b_nohash_0.wav,yes,0,2f0a410b,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0137b3f4_nohash_3.wav,yes,0,0137b3f4,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\7be9f58a_nohash_1.wav,yes,0,7be9f58a,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\ed032775_nohash_1.wav,yes,0,ed032775,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0a9f9af7_nohash_2.wav,yes,0,0a9f9af7,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\6fca237d_nohash_1.wav,yes,0,6fca237d,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\4abb2400_nohash_0.wav,yes,0,4abb2400,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\122c5aa7_nohash_4.wav,yes,0,122c5aa7,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\14775481_nohash_0.wav,yes,0,14775481,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\d8c314c0_nohash_0.wav,yes,0,d8c314c0,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0ff728b5_nohash_4.wav,yes,0,0ff728b5,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\1b18600d_nohash_0.wav,yes,0,1b18600d,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\01bcfc0c_nohash_0.wav,yes,0,01bcfc0c,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\327289eb_nohash_0.wav,yes,0,327289eb,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\179a61b7_nohash_1.wav,yes,0,179a61b7,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\131e738d_nohash_0.wav,yes,0,131e738d,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\7c2a3fa4_nohash_0.wav,yes,0,7c2a3fa4,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\608473c9_nohash_0.wav,yes,0,608473c9,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0f7266cf_nohash_0.wav,yes,0,0f7266cf,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\8ea22de7_nohash_0.wav,yes,0,8ea22de7,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\7e7ca854_nohash_1.wav,yes,0,7e7ca854,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\226537ab_nohash_0.wav,yes,0,226537ab,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\4c6944d6_nohash_2.wav,yes,0,4c6944d6,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\87d5e978_nohash_2.wav,yes,0,87d5e978,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\05b2db80_nohash_2.wav,yes,0,05b2db80,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\62ef962d_nohash_1.wav,yes,0,62ef962d,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\322d17d3_nohash_1.wav,yes,0,322d17d3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\eaa83485_nohash_0.wav,yes,0,eaa83485,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\da8fa823_nohash_0.wav,yes,0,da8fa823,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\ec989d6d_nohash_1.wav,yes,0,ec989d6d,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\60402b64_nohash_0.wav,yes,0,60402b64,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\acde7e73_nohash_0.wav,yes,0,acde7e73,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\24befdb3_nohash_0.wav,yes,0,24befdb3,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\2250f5f2_nohash_0.wav,yes,0,2250f5f2,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\caa7feaf_nohash_0.wav,yes,0,caa7feaf,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\46a153d8_nohash_0.wav,yes,0,46a153d8,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\72320401_nohash_0.wav,yes,0,72320401,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\6f2c6f7e_nohash_0.wav,yes,0,6f2c6f7e,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\81332c92_nohash_0.wav,yes,0,81332c92,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\6727b579_nohash_3.wav,yes,0,6727b579,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\56f8a100_nohash_0.wav,yes,0,56f8a100,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\8134f43f_nohash_1.wav,yes,0,8134f43f,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\5a98d407_nohash_0.wav,yes,0,5a98d407,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\4cee0c60_nohash_3.wav,yes,0,4cee0c60,entrenamiento
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\yes\0ba018fc_nohash_1.wav,yes,0,0ba018fc,entrenamiento
